FullName,ExecutiveTitle,Company,City,State,PostalCode,ISICDivision,IndustryDescription,Sales,Assets,Employees
Jacques De Chateawieux,Vice Chairman,"Sinopacific Shipbuilding Group Co., Ltd.",Yangzhou,Jiangsu,200030,30,Manufacture of other transport equipment,21859.9,272102.1,800
James Allen Bennett,Chairman of the Board,"Guangzhou Jiadun Sports Devices And Materials Co., Ltd.",Guangzhou,Guangdong,510000,82,"Office administrative, office support and other business support activities",31478.5,23399.5,300
James Daniel Etame Bisan,Chairman,Merix Printed Circuits Technology Limited,Huizhou,Guangdong,516229,26,"Manufacture of computer, electronic and optical products",144880.9,100342.4,1100
Jan Cornelis Van Dijk Null,Chairman,"Metaldyne (Suzhou) Automotive Components Co., Ltd.",Suzhou,Jiangsu,215021,29,"Manufacture of motor vehicles, trailers and semi-trailers",17703,40881.2,150
Javier Dora,Chairman,"Jiangsu Simon-Quictone Electrical Co., Ltd.",Nantong,Jiangsu,226600,27,Manufacture of electrical equipment,70860.4,41268.6,1200
Jean Luc Lhuillier,Chairman,"Zhengzhou Yuejia Commercial Co., Ltd.",Zhengzhou,Henan,450000,47,"Retail trade, except of motor vehicles and motorcycles",102976.8,33135,100
Jefferson Paul Roger,Chairman,"Federal Mogul Friction Product Co., Ltd.",Wuhan,Hubei,430056,29,"Manufacture of motor vehicles, trailers and semi-trailers",51573.9,51124.2,150
Jeffrey Rulis,Chairman,"Enersys (Jiangsu) Huada Batteries Co., Ltd.",Yangzhou,Jiangsu,225200,27,Manufacture of electrical equipment,72450.3,67667.6,230
Jehng Naii-Jia,Chairman,"Tpo Displays Shanghai Co., Ltd.",Shanghai,Shanghai,200131,26,"Manufacture of computer, electronic and optical products",279984.3,117162.3,1400
Jenny Karl Flanz,Chairman,"Payer Electric Personal Care Products (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215151,27,Manufacture of electrical equipment,90655.6,6538.4,437
Jerome Su Tan,Chairman,Shenzhen Speedy-Tech Electronics Co Ltd,Shenzhen,Guangdong,518000,82,"Office administrative, office support and other business support activities",205101.2,23691.3,2000
Jerry Shih,Chairman,"Huamei Technology (Suzhou) Co., Ltd.",Suzhou,Jiangsu,215123,46,"Wholesale trade, except of motor vehicles and motorcycles",2599.2,1078.5,46
Jhang Hui Zong,Chairman,Beijing LEM Electronics Co. Ltd,Beijing,Beijing,101300,46,"Wholesale trade, except of motor vehicles and motorcycles",94395.6,59587.6,500
Ji Binxu,Chairman of the Board,Beijing Zjlg Amorphous Technology Company Limited,Beijing,Beijing,101102,26,"Manufacture of computer, electronic and optical products",19491.5,19734.3,81
Ji Changbin,Chairman of the Board,CHTC Helon Co Ltd,Weifang,Shandong,261100,20,Manufacture of chemicals and chemical products,292722.8,485893.2,5598
Ji Changqin,Independent Director,Goldleaf Jewelry Co Ltd,Beijing,Beijing,100027,46,"Wholesale trade, except of motor vehicles and motorcycles",1677120,461195.4,1416
Ji Changquan,Independent Director,"Leshan Electric Power Co., Ltd",Leshan,Sichuan,614000,35,"Electricity, gas, steam and air conditioning supply",249933.7,429265.2,4469
Ji Changwei,Independent Director,Hiconics Drive Technology Co Ltd,Beijing,Beijing,100176,27,Manufacture of electrical equipment,108336.4,337434.3,1658
Ji Chengjian,Chairman of the Board,Zhejiang Xinan Chemcl Industrl Gp Co Ltd,Hangzhou,Zhejiang,311600,20,Manufacture of chemicals and chemical products,1252392,1285929,6029
Ji Chengyou,Chairman of the Board,"Guizhou Redstar Developing Co., Ltd",Anshun,Guizhou,561206,20,Manufacture of chemicals and chemical products,177374.8,291048.8,3065
Ji Chongli,Director,"Rugao Hengxiang Chemical Co., Ltd.",Nantong,Jiangsu,226531,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,11068.5,20200.8,86
Ji Chuansheng,Independent Director,Rastar Group,Shantou,Guangdong,515041,20,Manufacture of chemicals and chemical products,408657,458452.4,3498
Ji Chulian,"Chairman, Legal Representative","Wuxi Wanyu Electronic Co., Ltd.",Wuxi,Jiangsu,214101,26,"Manufacture of computer, electronic and optical products",31989.2,69190,431
Ji Chun,Director,"Yantai Spandex Co., Ltd.",Yantai,Shandong,264006,20,Manufacture of chemicals and chemical products,288278,418832.6,1342
Ji Dejun,Independent Director,Guilin Tourism Corp Ltd,Guilin,Guangxi,541001,79,"Travel agency, tour operator, reservation service and related activities",160914.7,494616.9,3183
Ji Feijia,Director,China Distance Education Hldgs Ltd (ADR),Beijing,Beijing,100083,85,Education,97196,171629,1309
Ji Feng,Independent Director,Tieling Newcity Investment Holding Ltd,Tieling,Liaoning,112000,41,Construction of buildings,42701.3,1001236,152
Ji Feng,Independent Director,Dirui Industrial Co Ltd,Changchun,Jilin,130103,32,Other manufacturing,78961.6,168811.9,1309
Ji Feng,Independent Director,JCHX Mining Management Co Ltd,Beijing,Beijing,100089,9,Mining support service activities,452311.5,527681.4,3990
Ji Gang,Independent Non-Executive Director,"Shanghai Jin Jiang Int Htl Grp Co., Ltd.",Shanghai,Shanghai,200002,55,Accommodation,1519928,3896947,29261
Ji Genli,Independent Director,"Zhejiang Haiyue Co., Ltd",Shaoxing,Zhejiang,311800,46,"Wholesale trade, except of motor vehicles and motorcycles",493504.3,1513601,1060
Ji Guanqing,Chairman,"Shandong Luneng Group Co., Ltd.",Jinan,Shandong,250001,94,Activities of membership organizations,5652934,17918390,8000
Ji Guirong,Vice Chairman of the Board,"NavInfo Co., Ltd.",Beijing,Beijing,100028,26,"Manufacture of computer, electronic and optical products",171893.3,501764.9,3426
Ji Guoping,Independent Director,BOE Technology Group Co. Ltd,Beijing,Beijing,100015,26,"Manufacture of computer, electronic and optical products",5975826,21972040,34165
Ji Hai Shu,Director,Shenzhen Topband Co Ltd,Shenzhen,Guangdong,518108,26,"Manufacture of computer, electronic and optical products",181053,158627.1,3193
Ji Haiyi,Director,Taonan Tap Water Co.,Baicheng,Jilin,137100,36,"Water collection, treatment and supply",405.8,1243.2,156
Ji Hua Zi,Director,Jiangsu Huifeng Agrochemical Co,Yancheng,Jiangsu,224145,20,Manufacture of chemicals and chemical products,394273.4,742303.3,1890
Ji Huibin,Independent Director,"Shenzhen Tellus Holding Co., Ltd.",Shenzhen,Guangdong,518031,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,75474.3,130039.4,527
Ji Ji Ping,Director,Shanghai Zhezhong Group Co Ltd,Shanghai,Shanghai,201402,23,Manufacture of other non-metallic mineral products,75202.1,305028.6,582
Ji Jiaming,Vice Chairman,Kaisa Group Holdings Ltd,Shenzhen,Guangdong,518000,41,Construction of buildings,3174348,14484150,9480
Ji Jiasong,Chairman,"Zhenghe Huaxia Cement Co., Ltd.",Nanping,Fujian,353600,23,Manufacture of other non-metallic mineral products,4163.7,3766.4,263
Ji Jieyu,Chairman of the Board,"Hefei Oriental Yinhe Computer Co., Ltd.",Hefei,Anhui,230022,46,"Wholesale trade, except of motor vehicles and motorcycles",9195.4,1153.8,40
Ji Jingde,"Chairman, Legal Representative","Longyan Yonghong Founding Co., Ltd.",Longyan,Fujian,364200,29,"Manufacture of motor vehicles, trailers and semi-trailers",1379.9,1366.6,33
Ji Jinhong,Director,"Wenling Philips Electronics Co., Ltd.",Taizhou,Zhejiang,317511,27,Manufacture of electrical equipment,17181.1,14023.1,327
Ji Liangyu,"Chairman, Legal Representative","Wuxi Jinniu Textile Co., Ltd.",Wuxi,Jiangsu,214181,13,Manufacture of textiles,6641.8,2158.4,180
Ji Mei Yong,Director,Shandong Yshng Lvstck &Pltry Brdg Co Ltd,Yantai,Shandong,265508,1,"Crop and animal production, hunting and related service activities",136656.1,294246.6,2680
Ji Shengjun,Director,"Orient International Enterprise, Ltd.",Shanghai,Shanghai,200336,46,"Wholesale trade, except of motor vehicles and motorcycles",2361465,986699.3,2294
Ji Shishan,Vice Chairman of the Board,Leaguer Stock Co Ltd,Zhuhai,Guangdong,519080,26,"Manufacture of computer, electronic and optical products",28035,177893.3,563
Ji Tian,Independent Director,Concord Medical Services Hldg Ltd (ADR),Beijing,Beijing,100013,86,Human health activities,98506,477263.9,601
Ji Tian,Director,Concord Medical Services Holdings Limited,Beijing,Beijing,100013,86,Human health activities,98861.2,482075.2,601
Ji Wei,Chairman,"Suzhou Jiren Lacquer Industry Co., Ltd.",Suzhou,Jiangsu,215143,20,Manufacture of chemicals and chemical products,41499.2,22096.2,380
Ji Wei,Chairman,"Hunan Weike Electric Power Instrument Co., Ltd.",Changsha,Hunan,410100,26,"Manufacture of computer, electronic and optical products",11054.7,24183.5,271
Ji Weibin,Independent Director,Hunan Tyen Machinery Co Ltd,Hengyang,Hunan,421005,29,"Manufacture of motor vehicles, trailers and semi-trailers",93809.8,178942,1555
Ji Weidong,Independent Director,China Eastern Airlines Corporation Ltd.,Shanghai,Beijing,200335,51,Air transport,14567090,26375110,69849
Ji Weidong,Director,"Shanghai Ya Tong Co., Ltd",Shanghai,Shanghai,202150,42,Civil engineering,76772.4,320833.7,221
Ji Weidong Richard,Independent Director,58.com Inc (ADR),Beijing,Beijing,100101,63,Information service activities,264978,703932,9399
Ji Weidong Richard,Independent Director,YY Inc (ADR),Guangzhou,Guangdong,510660,63,Information service activities,597052.9,1106792,2889
Ji Wenzhang,Independent Director,Nanjing Pharmaceutical,Nanjing,Jiangsu,210012,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,3583222,1832445,4146
Ji Xianshang,Director,Qingdao Gon Technology Co Ltd,Qingdao,Shandong,266109,20,Manufacture of chemicals and chemical products,110826.6,111556.7,628
Ji Xiaodong,Director,Shanghai AJ Corporation,Shanghai,Shanghai,200030,46,"Wholesale trade, except of motor vehicles and motorcycles",180051.5,1314893,455
Ji Xiaohui,Chairman of the Board,Shanghai Pudong Development Bank Co. Ltd,Shanghai,Shanghai,200002,64,"Financial service activities, except insurance and pension funding",20225210,676694400,44794
Ji Xiaoqin,Independent Director,Guangdong Taiantang Pharmaceuticl Co Ltd,Shantou,Guangdong,515021,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,199263.4,724655,1334
Ji Xiaoquan,Director,Guangxi Wuzhou Communications Co Ltd,Nanning,Guangxi,530028,52,Warehousing and support activities for transportation,533980,2250403,2332
Ji Xiaowen,Chairman of the Board,"Shenzhen HiFuture Electric Co.,Ltd.",Shenzhen,Guangdong,518118,27,Manufacture of electrical equipment,50837.1,256162.4,790
Ji Xiaozhong,Director,Nationz Technologies Inc.,Shenzhen,Guangdong,518057,26,"Manufacture of computer, electronic and optical products",69096.6,462111.5,428
Ji Xin,Director,"Xuzhou Pharmaceutical Co, Ltd.",Xuzhou,Jiangsu,221000,46,"Wholesale trade, except of motor vehicles and motorcycles",156437.7,115696.2,1200
Ji Xing Jian,Director,Xinzhi Motor Co Ltd,Taizhou,Zhejiang,318016,29,"Manufacture of motor vehicles, trailers and semi-trailers",252176.1,300640,2106
Ji Xingye,Chairman of the Board,Inner Mongolia Xingye Mining Co Ltd,Chifeng,Neimenggu,24000,7,Mining of metal ores,188185.5,634282.3,243
Ji Yaoming,Chairman,"Shanghai Shenwei Pharmaceutical Co.,Ltd.",Shanghai,Shanghai,200434,47,"Retail trade, except of motor vehicles and motorcycles",140082.6,65113.4,90
Ji Yi,Director,"Jiangsu Debang Xinghua Chemical Co., Ltd.Huainan Branch",Huainan,Anhui,232007,20,Manufacture of chemicals and chemical products,83190.2,52015.6,540
Ji Yi,Vice Chairman of the Board,Chongqing Three Gorges Water Conservancy,Chongqing,Chongqing,404000,35,"Electricity, gas, steam and air conditioning supply",210657.5,581726,1912
Ji Yong,Vice Chairman of the Board,"Northeast Pharmaceutical Group Co,Ltd",Shenyang,Liaoning,110027,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,703361.5,1382583,9004
Ji Yong Xue,Vice Chairman of the Board,Anhui Wanwei Upd Hi-Tech Material Ind Co,Hefei,Anhui,238002,20,Manufacture of chemicals and chemical products,669725,1214430,4684
Ji Youlai,Chairman,"Binzhou Sky Rainbow Electrical Appliance Co., Ltd.",Binzhou,Shandong,256510,28,Manufacture of machinery and equipment n.e.c.,13079,12842.5,200
Ji Yudong,Director,Silvan Industries Inc,Guiyang,Guizhou,550002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",36684.7,78572.4,298
Ji Yue,Independent Director,Country Syl Ckng Restaurant Chain Co Ltd,Chongqing,Chongqing,400020,56,Food and beverage service activities,237334,190585.2,7119
Ji Yue Steve,Director,Tuniu Corp,Nanjing,Jiangsu,210042,63,Information service activities,573772.3,426573.1,2799
Ji Yutao,Director,Zhenxing Biopharmaceutical & Chemicl Inc,Taiyuan,Shanxi,30006,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,79452.3,192530.1,742
Ji Zhijian,Chairman,"Panasonic Appliances Cold Chain (Dalian) Co., Ltd.",Dalian,Liaoning,116600,28,Manufacture of machinery and equipment n.e.c.,274148.2,202959.7,3000
Ji Zhu Ren,Chairman of the Board,"Benxi Hualian Commercial Building Co., Ltd.",Benxi,Liaoning,117000,47,"Retail trade, except of motor vehicles and motorcycles",128691.2,80415.2,300
Jia Changshun,Director,"Tande Co., Ltd.",Xi'an,Shaanxi,710075,41,Construction of buildings,522241.7,2260797,1775
Jia Changxin,Vice Chairman,"Zibo Zhaohai Light Industrial Products Co., Ltd.",Zibo,Shandong,255086,41,Construction of buildings,14545.6,6163.8,1000
Jia Chengzao,Independent Director,Sino Geophysical Co Ltd,Beijing,Beijing,100107,9,Mining support service activities,12588,200431.4,150
Jia Da Ling,Vice Chairman of the Board,Sanquan Food Co Ltd,Zhengzhou,Henan,450044,10,Manufacture of food products,664576.2,570552.8,5695
Jia Dengxun,Independent Director,Qinghai Huzhu Barley Wine CoLtd,Haidong,Qinghai,810500,11,Manufacture of beverages,219959.4,403598.1,1841
Jia Dongchen,Director,Sichuan Chengfa Aero Science &Technology,Chengdu,Sichuan,610503,30,Manufacture of other transport equipment,318633,716400.1,4805
Jia Erying,Director,"JA Solar Holdings Co., Ltd.",Shanghai,Shanghai,200436,26,"Manufacture of computer, electronic and optical products",1840041,2359407,12300
Jia Fucao,Chairman,"Henan Huaying Cherry Valley Food Co., Ltd.",Xinyang,Henan,465150,10,Manufacture of food products,24162.2,28138.6,150
Jia Funing,Independent Director,"Gansu Huangtai Wine-Mktg Ind Co., Ltd",Wuwei,Gansu,733000,11,Manufacture of beverages,9295.5,79958,504
Jia Guanghua,Independent Director,Zhejiang Mizuda Printing & Dyeing Group,Huzhou,Zhejiang,313000,13,Manufacture of textiles,176374,203905.3,2262
Jia Guijun,Director,"Zhongshan Uga Home Appliances Co.,Ltd.",Zhongshan,Guangdong,528415,27,Manufacture of electrical equipment,41241.5,10317.6,840
Jia Guilan,Director,"Winall Hi-tech Seed Co.,Ltd.",Hefei,Anhui,230088,1,"Crop and animal production, hunting and related service activities",76129.3,169066.2,426
Jia Guoquan,Director,"Tangshan Huatong Cement Product Co., Ltd.",Tangshan,Hebei,63030,23,Manufacture of other non-metallic mineral products,4287.3,3433.3,200
Jia Haiying,Director,"Shenzhen Kaifa Technology Co., Ltd.",Shenzhen,Guangdong,518035,26,"Manufacture of computer, electronic and optical products",2669128,2328651,17506
Jia Hanping,Chairman,"Ningbo Daxie Development Zone Dongfang  Petroleum  Chemical Co., Ltd.",Ningbo,Zhejiang,315812,46,"Wholesale trade, except of motor vehicles and motorcycles",124171.1,30863.4,100
Jia Hexiang,Independent Director,Jiangsu Lanfeng Bio-chemical Co Ltd,Xuzhou,Jiangsu,221400,20,Manufacture of chemicals and chemical products,203228,421113.4,1691
Jia Hong,Director,"SHENZHEN DAS INTELLITECH CO., LTD.",Shenzhen,Guangdong,518057,27,Manufacture of electrical equipment,205013.5,419375.1,1404
Jia Honghao,Chairman of the Board,Cinda Real Estate Co Ltd,Beijing,Beijing,100081,41,Construction of buildings,787306,6082323,2482
Jia Hongqian,Director,Tianjin Quanyechang (Group) Co Ltd,Tianjin,Tianjin,300022,47,"Retail trade, except of motor vehicles and motorcycles",99300.1,309641.9,707
Jia Hongsheng,Chairman of the Board,Xuzhou Kerong Environmntl Resorcs Co Ltd,Xuzhou,Jiangsu,221004,26,"Manufacture of computer, electronic and optical products",136753.8,441432.2,778
Jia Huafang,Independent Director,"HUBEI TECH SEMICONDUCTORS CO., LTD.",Xiangyang,Hubei,441021,26,"Manufacture of computer, electronic and optical products",35987.3,141828,543
Jia Jinggang,Chairman,"Ningjin County Hengtai Grain And Oil Purchase And Sale Co., Ltd.",Xingtai,Hebei,55550,47,"Retail trade, except of motor vehicles and motorcycles",16245.5,14960.4,50
Jia Jinping,Director,Bohai Water Industry Co Ltd,Tianjin,Tianjin,300221,36,"Water collection, treatment and supply",118205.5,384051.8,473
Jia Jun,Director,"Chongqing Dima Industry Co., Ltd",Chongqing,Chongqing,400060,41,Construction of buildings,1193045,3773635,1995
Jia Jun,Director,Shenzhen INVT Electric Co Ltd,Shenzhen,Guangdong,518055,27,Manufacture of electrical equipment,171710.1,293960.4,1877
Jia Lidong,Chairman of the Board,Keytec Computer & Infrmtn System Co Ltd,Beijing,Beijing,100083,62,"Computer programming, consultancy and related activities",19912.1,26026.8,288
Jia Limin,Independent Director,United Science & Technology Co Ltd,Hangzhou,Zhejiang,310052,49,Land transport and transport via pipelines,286932.6,573327.3,966
Jia Linqing,Independent Director,"Yunnan Jinggu Forestry Co., Ltd.",Puer,Yunnan,666499,20,Manufacture of chemicals and chemical products,15570.4,67113.3,990
Jia Liwei,Independent Director,General Agriculture Corp,Beijing,Beijing,100007,96,Other personal service activities,19451.8,51785.2,110
Jia Lixing,Vice Chairman of the Board,"Shandong Jinling Mining Co., Ltd.",Zibo,Shandong,255081,7,Mining of metal ores,249930.8,591426.8,2939
